潛水鏡	cim4 seoi2 geng3
護目鏡	wu6 muk6 geng3
防護鏡	fong4 wu6 geng3
遮	ze1
擔遮	daam1 ze1
傘	saan3
雨傘	jyu5 saan3
狗頭	gau2 tau4
狗	gau2
犬	hyun2
狗仔	gau2 zai2
貓頭	maau1 tau4
貓	maau1
老鼠	lou5 syu2
鼠	syu2
倉鼠	cong1 syu2
兔頭	tou3 tau4
兔	tou3
兔仔	tou3 zai2
狐狸	wu4 lei4
狐狸	wu4 lei2
熊頭	hung4 tau4
熊	hung4
熊貓	hung4 maau1
貓熊	maau1 hung4
北極熊	bak1 gik6 hung4
無尾熊	mou4 mei5 hung4
樹袋熊	syu6 doi6 hung4
老虎	lou5 fu2
大蟲	daai6 cung4
虎	fu2
獅子	si1 zi2
獅子頭	si1 zi2 tau4
獅	si1
牛頭	ngau4 tau4
牛	ngau4
豬頭	zyu1 tau4
豬	zyu1
豬鼻	zyu1 bei6
青蛙	cing1 waa1
蛤𧊅	gaap3 gwaai2
蛤乸	gaap3 naa2
馬騮	maa5 lau1
猴	hau4
非禮勿視	fei1 lai5 mat6 si6
睇唔到	tai2 m4 dou2
非禮勿聽	fei1 lai5 mat6 ting3
聽唔到	teng1 m4 dou2
非禮勿言	fei1 lai5 mat6 jin4
雞頭	gai1 tau4
雞	gai1
企鵝	kei5 ngo4
企鵝頭	kei5 ngo2 tau4
雀仔	zoek3 zai2
雀仔頭	zoek3 zai2 tau4
雞仔	gai1 zai2
雞仔頭	gai1 zai2 tau4
雞殼	gai1 hok3
破殼而出	po3 hok3 ji4 ceot1
脫殼而出	tyut3 hok3 ji4 ceot1
鵝	ngo4
鵝仔	ngo4 zai2
鴨	aap3
鴨仔	aap3 zai2
黑鳥	hak1 niu5
玄鳥	jyun4 niu5
黑雀	hak1 zoek3
黑色雀仔	hak1 sik1 zoek3 zai2
鷹	jing1
蒼鷹	cong1 jing1
貓頭鷹	maau1 tau4 jing1
蝙蝠	pin1 fuk1
狼頭	long4 tau4
狼	long4
野豬	je5 zyu1
馬頭	maa5 tau4
馬	maa5
獨角獸	duk6 gok3 sau3
麋鹿	mei4 luk6
麋鹿	mei4 luk2
麋	mei4
蜜蜂	mat6 fung1
蜂	fung1
蠕蟲	jyu4 cung4
蟲	cung4
一條蟲	jat1 tiu4 cung4
蝴蝶	wu4 dip6
蝴蝶	wu4 dip2
蝶	dip6
蝶	dip2
蝸牛	wo1 ngau4
瓢蟲	piu4 cung4
蟻	ngai5
螞蟻	maa5 ngai5
烏蠅	wu1 jing1
蒼蠅	cong1 jing4
甲蟲	gaap3 cung4
曱甴	gaat6 zaat6
曱甴	gaat6 zaat2
蟑螂	zoeng1 long4
蚊	man1
蚊	man4
蚊蟲	man1 cung4
蟋蟀	sik1 seot1
蠄蟧	kam4 lou4
蠄蟧	kam4 lou2
蜘蛛	zi1 zyu1
蠄蟧網	kam4 lou4 mong5
蠄蟧網	kam4 lou2 mong5
蜘蛛網	zi1 zyu1 mong5
蠍子	hit3 zi2
蠍子	kit3 zi2
蠍	hit3
蠍	kit3
海龜	hoi2 gwai1
龜	gwai1
蛇	se4
變色龍	bin3 sik1 lung4
四腳蛇	sei3 goek3 se4
霸王龍	baa3 wong4 lung4
恐龍	hung2 lung4
章魚	zoeng1 jyu4
八爪魚	baat3 zaau2 jyu4
魷魚	jau4 jyu4
魷魚	jau4 jyu2
水母	seoi2 mou5
海蜇	hoi2 zit3
蝦	haa1
龍蝦	lung4 haa1
蟹	haai5
螃蟹	pong4 haai5
河豚	ho4 tyun4
豚	tyun4
熱帶魚	jit6 daai3 jyu4
熱帶魚	jit6 daai3 jyu2
魚	jyu4
海豚	hoi2 tyun4
鯨	king4
鯨魚	king4 jyu4
鯊魚	saa1 jyu4
鯊魚	saa1 jyu2
海豹	hoi2 paau3
鰐魚	ngok6 jyu4
鰐	ngok6
豹	paau3
斑馬	baan1 maa5
大猩猩	daai6 sing1 sing1
紅毛猩猩	hung4 mou4 sing1 sing1
猛獁象	maang5 maa5 zoeng6
象	zoeng6
大笨象	daai6 ban6 zoeng6
大象	daai6 zoeng6
河馬	ho4 maa5
犀牛	sai1 ngau4
單峯駝	daan1 fung1 to4
單峯駱駝	daan1 fung1 lok3 to4
駱駝	lok3 to4
駱駝	lok6 to4
長頸鹿	coeng4 geng2 luk6
長頸鹿	coeng4 geng2 luk2
袋鼠	doi6 syu2
野牛	je5 ngau4
水牛	seoi2 ngau4
公牛	gung1 ngau4
奶牛	naai5 ngau4
驢	leoi4
驢	lou4
驢仔	leoi4 zai2
驢仔	lou4 zai2
公綿羊	gung1 min4 joeng4
綿羊	min4 joeng4
公羊	gung1 joeng4
羊	joeng4
美洲駝	mei5 zau1 to4
無峯駝	mou4 fung1 to4
山羊	saan1 joeng4
鹿	luk6
鹿	luk2
貴賓犬	gwai3 ban1 hyun2
獅子犬	si1 zi2 hyun2
獅子狗	si1 zi2 gau2
貴賓狗	gwai3 ban1 gau2
導盲犬	dou6 maang4 hyun2
導盲狗	dou6 maang4 gau2
服務犬	fuk6 mou6 hyun2
橘貓	gwat1 maau1
黑貓	hak1 maau1
羽毛	jyu5 mou4
翼	jik6
翅	ci3
公雞	gung1 gai1
雞公	gai1 gung1
火雞	fo2 gai1
渡渡鳥	dou6 dou6 niu5
孔雀	hung2 zoek3
孔雀	hung2 zoek2
孔雀開屏	hung2 zoek3 hoi1 ping4
鸚鵡	jing1 mou5
天鵝	tin1 ngo4
火烈鳥	fo2 lit6 niu5
白鴿	baak6 gaap3
白鴿	baak6 gaap2
鴿	gaap3
和平鴿	wo4 ping4 gaap3
玉兔	juk6 tou3
月兔	jyut6 tou3
浣熊	wun2 hung4
浣熊	wun5 hung4
臭鼬	cau3 jau6
獾	fun1
海狸	hoi2 lei4
水獺	seoi2 caat3
樹懶	syu6 laan5
白鼠	baak6 syu2
松鼠	cung4 syu2
刺蝟	ci3 wai6
龍	lung4
龍頭	lung4 tau4
仙人掌	sin1 jan4 zoeng2
聖誕樹	sing3 daan3 syu6
聖誕	sing3 daan3
常青樹	soeng4 cing1 syu6
常綠喬木	soeng4 luk6 kiu4 muk6
松樹	cung4 syu6
樹	syu6
棕櫚樹	zung1 leoi4 syu6
棕櫚	zung1 leoi4
棕櫚	zung1 leoi5
木頭	muk6 tau4
木	muk6
幼苗	jau3 miu4
苗	miu4
藥草	joek6 cou2
芳草	fong1 cou2
草	cou2
三葉草	saam1 jip6 cou2
四葉草	sei3 jip6 cou2
幸運草	hang6 wan6 cou2
松樹裝飾	cung4 syu6 zong1 sik1
節節高	zit3 zit3 gou1
門松	mun4 cung4
竹節	zuk1 zit3
盆栽	pun4 zoi1
七夕樹	cat1 zik6 syu6
許願樹	heoi2 jyun6 syu6
七夕節	cat1 zik6 zit3
落葉	lok6 jip6
枯葉	fu1 jip6
楓葉	fung1 jip6
雀仔蛋	zoek3 zai2 daan6
雀仔膥	zoek3 zai2 ceon1
雀仔竇	zoek3 zai2 dau3
蘑菇	mo4 gu1
菇	gu1
海貝	hoi2 bui3
扇貝	sin3 bui3
貝殼	bui3 hok3
珊瑚	saan1 wu4
石頭	sek6 tau4
石頭	sik6 tau4
石	sek6
石	sik6
水稻	seoi2 dou6
稻	dou6
花束	faa1 cuk1
鮮花	sin1 faa1
鬱金香	wat1 gam1 hoeng1
玫瑰	mui4 gwai3
玫瑰花	mui4 gwai3 faa1
枯萎	fu1 wai2
風信子	fung1 seon3 zi2
蓮花	lin4 faa1
芙蓉	fu4 jung4
芙蓉花	fu4 jung4 faa1
櫻花	jing1 faa1
黃花	wong4 faa1
花	faa1
向日葵	hoeng3 jat6 kwai4
葵花	kwai4 faa1
太陽	taai3 joeng4
日頭	jat6 tau4
日頭	jat6 tau2
熱頭	jit6 tau4
熱頭	jit6 tau2
望月	mong6 jyut6
滿月	mun5 jyut6
月亮	jyut6 loeng6
上弦月	soeng6 jin4 jyut6
弦月	jin4 jyut6
半月	bun3 jyut6
下弦月	haa6 jin4 jyut6
朔月	sok3 jyut6
黑月亮	hak1 jyut6 loeng6
下凸月	haa6 dat6 jyut6
虧凸月	kwai1 dat6 jyut6
凸月	dat6 jyut6
殘月	caan4 jyut6
峨眉月	ngo4 mei4 jyut6
眉月	mei4 jyut6
上凸月	soeng6 dat6 jyut6
盈凸月	jing4 dat6 jyut6
新月	san1 jyut6
彎月	waan1 jyut6
美洲	mei5 zau1
地球	dei6 kau4
歐洲	au1 zau1
亞洲	aa3 zau1
行星	haang4 sing1
行星	hang4 sing1
頭暈目眩	tau4 wan4 muk6 jyun4
頭暈目眩	tau4 wan4 muk6 jyun6
暈頭轉向	wan4 tau4 zyun2 hoeng3
暈頭轉向	wan4 tau4 zyun3 hoeng3
眩暈	jyun4 wan4
眩暈	jyun6 wan4
星星	sing1 sing1
星	sing1
星光	sing1 gwong1
星光熠熠	sing1 gwong1 jap1 jap1
熠熠星光	jap1 jap1 sing1 gwong1
閃光	sim2 gwong1
閃耀	sim2 jiu6
閃亮	sim2 loeng6
火花	fo2 faa1
閃電	sim2 din6
雷電	leoi4 din6
彗星	seoi6 sing1
彗星	wai6 sing1
爆炸	baau3 zaa3
火	fo2
火焰	fo2 jim6
着火	zoek6 fo2
起火	hei2 fo2
龍捲風	lung4 gyun2 fung1
彩虹	coi2 hung4
虹	hung4
螮蝀	dai3 dung1
蝃蝀	dai3 dung1
天虹	tin1 hung4
天弓	tin1 gung1
陽光	joeng4 gwong1
晴日	cing4 jat6
晴天	cing4 tin1
晴朗	cing4 long5
晴	cing4
少雲	siu2 wan4
中雲	zung1 wan4
多雲	do1 wan4
雲	wan4
太陽雨	taai3 joeng4 jyu5
落雨	lok6 jyu5
落水	lok6 seoi2
雷雨	leoi4 jyu5
雷陣雨	leoi4 zan6 jyu5
行雷	haang4 leoi4
行雷閃電	haang4 leoi4 sim2 din6
落雪	lok6 syut3
雨雪	jyu5 syut3
雪	syut3
雪花	syut3 faa1
雪人	syut3 jan4
吹風	ceoi1 fung1
陣風	zan6 fung1
風	fung1
水滴	seoi2 dik1
滴	dik1
氣泡	hei3 paau1
氣泡	hei3 pou5
遮雨	ze1 jyu5
波浪	bo1 long6
海浪	hoi2 long6
浪	long6
霧	mou6
青蘋果	ceng1 ping4 gwo2
蘋果	ping4 gwo2
紅蘋果	hung4 ping4 gwo2
梨	lei4
橙	caang4
橙	caang2
檸檬	ning4 mung1
蕉	ziu1
香蕉	hoeng1 ziu1
西瓜	sai1 gwaa1
葡萄	pou4 tou4
草莓	cou2 mui4
草莓	cou2 mui2
士多啤梨	si6 do1 be1 lei2
藍莓	laam4 mui4
藍莓	laam4 mui2
哈密瓜	haa1 mat6 gwaa1
櫻桃	jing1 tou4
車厘子	ce1 lei4 zi2
桃	tou4
壽桃	sau6 tou4
蟠桃	pun4 tou4
蜜桃	mat6 tou4
水蜜桃	seoi2 mat6 tou4
芒果	mong1 gwo2
菠蘿	bo1 lo4
鳳梨	fung6 lei4
椰子	je4 zi2
椰青	je4 ceng1
奇異果	kei4 ji6 gwo2
獼猴桃	nei4 hau4 tou4
獼猴桃	nei4 hau4 tou2
番茄	faan1 ke2
蕃茄	faan1 ke2
矮瓜	ai2 gwaa1
茄瓜	ke2 gwaa1
茄子	ke2 zi2
茄	ke2
牛油果	ngau4 jau4 gwo2
鱷梨	ngok6 lei4
酪梨	lok3 lei4
豌豆莢	wun2 dau6 gaap3
豌豆	wun2 dau6
雪豆	syut3 dau6
西蘭花	sai1 laan4 faa1
綠葉蔬菜	luk6 jip6 so1 coi3
蔬菜	so1 coi3
青菜	ceng1 coi3
青瓜	ceng1 gwaa1
黃瓜	wong4 gwaa1
辣椒	laat6 ziu1
甜椒	tim4 ziu1
菜椒	coi3 ziu1
燈籠椒	dang1 lung4 ziu1
粟米	suk1 mai5
包粟	baau1 suk1
玉米	juk6 mai5
胡蘿蔔	wu4 lo4 baak6
紅蘿蔔	hung4 lo4 baak6
橄欖	gam2 laam5
橄欖	gaam3 laam2
油橄欖	jau4 gam2 laam2
油橄欖	jau4 gaam3 laam2
蒜	syun3
蒜頭	syun3 tau4
大蒜	daai6 syun3
洋蔥	joeng4 cung1
馬鈴薯	maa5 ling4 syu4
番薯	faan1 syu4
番薯	faan1 syu2
紅薯	hung4 syu4
甜薯	tim4 syu4
薑	goeng1
牛角麪包	ngau4 gok3 min6 baau1
麪包圈	min6 baau1 hyun1
麪包	min6 baau1
法式長棍	faat3 sik1 coeng4 gwan3
法式麪包	faat3 sik1 min6 baau1
蝴蝶脆餅	wu4 dip6 ceoi3 bing2
椒鹽捲餅	ziu1 jim4 gyun2 beng2
芝士	zi1 si2
芝士	zi1 si6
奶酪	naai5 lok3
乳酪	jyu5 lok3
雞蛋	gai1 daan6
雞蛋	gai1 daan2
雞膥	gai1 ceon1
煎蛋	zin1 daan2
煎雞蛋	zin1 gai1 daan6
煎雞膥	zin1 gai1 ceon1
黃油	wong4 jau4
奶油	naai5 jau4
煎餅	zin1 beng2
薄餅	bok6 beng2
格仔餅	gaak3 zai2 beng2
培根	pui4 gan1
牛扒	ngau4 paa2
雞肶	gai1 bei2
鴨肶	aap3 bei2
鵝肶	ngo4 bei2
骨頭肉	gwat1 tau4 juk6
骨	gwat1
骨頭	gwat1 tau4
熱狗	jit6 gau2
漢堡包	hon3 bou2 baau1
漢堡	hon3 bou2
薯條	syu4 tiu2
薯條	syu4 tiu4
披薩	pei1 saat3
比薩	bei2 saat3
麪餅	min6 beng2
三文治	saam1 man4 zi6
山域治	saan1 wik6 zi6
三明治	saam1 ming4 zi6
阿拉伯薄麪包三明治	aa3 laai1 baak3 bok6 min6 baau1 saam1 ming4 zi6
鷹嘴豆餅	jing1 zeoi2 dau2 bing2
三角豆餅	saam1 gok3 dau6 bing2
墨西哥夾餅	mak6 sai1 go1 gaap3 bing2
墨西哥捲餅	mak6 sai1 go1 gyun2 beng2
墨西哥卷	mak6 sai1 go1 gyun2
墨西哥粽	mak6 sai1 go1 zung2
玉米粉蒸肉	juk6 mai5 fan2 zing1 juk6
沙律	saa1 leot2
沙律	saa1 leot6
一鑊熟	jat1 wok6 suk6
芝士火鍋	zi1 si2 fo2 wo1
罐頭	gun3 tau2
樽	zeon1
空樽	hung1 zeon1
意大利麪	ji3 daai6 lei6 min6
意麪	ji3 min6
湯麪	tong1 min6
食麪	sik6 min6
麪	min6
食物	sik6 mat6
咖喱飯	gaa3 lei1 faan6
壽司	sau6 si1
日式便當	jat6 sik1 bin6 dong3
便當	bin6 dong3
便當盒	bin6 dong3 hap6
餃	gaau2
餃子	gaau2 zi2
水餃	seoi2 gaau2
蠔	hou4
生蠔	saang1 hou4
牡蠣	maau5 lai6
油炸蝦	jau4 zaa3 haa1
炸蝦	zaa3 haa1
蝦尾	haa1 mei5
飯團	faan6 tyun4
米飯	mai5 faan6
飯	faan6
米餅	mai5 beng2
魚餅	jyu4 beng2
幸運餅乾	hang6 wan6 bing2 gon1
月餅	jyut6 beng2
月餅	jyut6 bing2
關東煮	gwaan1 dung1 zyu2
日本糰子	jat6 bun2 tyun4 zi2
糰子	tyun4 zi2
刨冰	paau4 bing1
雪糕	syut3 gou1
軟糕	jyun5 gou1
西式餡餅	sai1 sik1 haam2 beng2
派	paai3
紙杯蛋糕	zi2 bui1 daan6 gou1
杯糕	bui1 gou1
酥餅	sou1 beng2
生日蛋糕	saang1 jat6 daan6 gou1
蛋糕	daan6 gou1
奶黃	naai5 wong4
甜品	tim4 ban2
棒棒糖	paang5 paang5 tong2
糖	tong4
糖	tong2
糖果	tong4 gwo2
朱古力	zyu1 gu2 lik6
朱咕叻	zyu1 gu1 lik1
爆米花	baau3 mai5 faa1
圈餅	hyun1 beng2
餅乾	beng2 gon1
餅乾	bing2 gon1
栗	leot6
花生	faa1 sang1
番豆	faan1 dau6
地豆	dei6 dau6
豆	dau6
豆	dau2
蜂蜜	fung1 mat6
牛奶	ngau4 naai5
奶	naai5
傾倒	king1 dou2
奶樽	naai5 zeon1
茶壺	caa4 wu2
熱飲	jit6 jam2
茶杯	caa4 bui1
杯茶	bui1 caa4
果汁	gwo2 zap1
外帶杯	ngoi6 daai3 bui1
外賣杯	ngoi6 maai6 bui1
奶茶	naai5 caa4
珍珠奶茶	zan1 zyu1 naai5 caa4
日本清酒	jat6 bun2 cing1 zau2
清酒	cing1 zau2
清酒	ceng1 zau2
啤酒	be1 zau2
啤	be1
飲杯	jam2 bui1
飲勝	jam2 sing3
酒杯	zau2 bui1
紅酒	hung4 zau2
平底杯	ping4 dai2 bui1
雞尾酒	gai1 mei5 zau2
冷飲	laang5 jam2
瑪黛茶	maa5 doi6 caa4
瑪黛	maa5 doi6
開香檳	hoi1 hoeng1 ban1
香檳	hoeng1 ban1
冰	bing1
冰塊	bing1 faai3
調羹	tiu4 gang1
匙羹	ci4 gang1
湯匙	tong1 ci4
刀叉	dou1 caa1
餐具	caan1 geoi6
碗勺	wun2 soek3
外賣盒	ngoi6 maai6 hap6
箸	zyu6
筷子	faai3 zi2
筷	faai3
鹽	jim4
鹽樽	jim4 zeon1
足球	zuk1 kau4
踢波	tek3 bo1
籃球	laam4 kau4
打波	daa2 bo1
美式橄欖球	mei5 sik1 gaam3 laam5 kau4
棒球	paang5 kau4
壘球	leoi5 kau4
網球	mong5 kau4
排球	paai4 kau4
橄欖球	gaam3 laam2 kau4
飛盤	fei1 pun4
臺球	toi2 kau4
溜溜球	lau6 lau6 kau4
乒乓球	bing1 bam1 kau4
乒乓球	bing1 bong1 kau4
乒乓球	ping1 pong1 kau4
乒乓波	bing1 bam1 bo1
乒乓波	bing1 bong1 bo1
乒乓波	ping1 pong1 bo1
羽毛球	jyu5 mou4 kau4
冰上曲棍球	bing1 soeng6 kuk1 gwan3 kau4
曲棍球	kuk1 gwan3 kau4
長曲棍球	coeng4 kuk1 gwan3 kau4
板球	baan2 kau4
回旋鏢	wui4 syun4 biu1
球門	kau4 mun4
龍門	lung4 mun4
高爾夫球洞	gou1 ji5 fu1 kau4 dung6
風箏	fung1 zang1
滑梯	waat6 tai1
射箭	se6 zin3
釣魚	diu3 jyu2
潛水	cim4 seoi2
拳擊	kyun4 gik1
武術服	mou5 seot6 fuk6
運動背心	wan6 dung6 bui3 sam1
運動衫	wan6 dung6 saam1
滑板	waat6 baan2
輪滑鞋	leon4 waat6 haai4
雪橇	syut3 hiu1
冰鞋	bing1 haai4
冰壺石	bing1 wu2 sik6
滑雪屐	waat6 syut3 kek6
滑雪板	waat6 syut3 baan2
滑雪	waat6 syut3
單板滑雪	daan1 baan2 waat6 syut3
跳傘	tiu3 saan3
降落傘	gong3 lok6 saan3
舉重女	geoi2 cung5 neoi5
舉重	geoi2 cung5
舉重男	geoi2 cung5 naam4
摔角女	seot1 gok3 neoi5
摔角	seot1 gok3
摔角男	seot1 gok3 naam4
側手翻女	zak1 sau2 faan1 neoi5
側手翻	zak1 sau2 faan1
側手翻男	zak1 sau2 faan1 naam4
籃球女	laam4 kau4 neoi5
打籃球	daa2 laam4 kau4
籃球男	laam4 kau4 naam4
擊劍	gik1 gim3
手球女	sau2 kau4 neoi5
手球	sau2 kau4
手球男	sau2 kau4 naam4
高爾夫女	gou1 ji5 fu1 neoi5
高爾夫	gou1 ji5 fu1
高爾夫男	gou1 ji5 fu1 naam4
賽馬	coi3 maa5
騎馬	ke4 maa5
蓮花座女	lin4 faa1 zo6 neoi5
蓮花座	lin4 faa1 zo6
蓮花座男	lin4 faa1 zo6 naam4
衝浪女	cung1 long6 neoi5
衝浪	cung1 long6
衝浪男	cung1 long6 naam4
游泳女	jau4 wing6 neoi5
游水女	jau4 seoi2 neoi5
游泳	jau4 wing6
游水	jau4 seoi2
游泳男	jau4 wing6 naam4
游水男	jau4 seoi2 naam4
水球女	seoi2 kau4 neoi5
水球	seoi2 kau4
水球男	seoi2 kau4 naam4
撐船女	caang1 syun4 neoi5
撐艇女	caang1 teng5 neoi5
撐船	caang1 syun4
撐艇	caang1 teng5
撐船男	caang1 syun4 naam4
撐艇男	caang1 teng5 naam4
攀岩女	paan1 ngaam4 neoi5
攀岩	paan1 ngaam4
攀岩男	paan1 ngaam4 naam4
山地單車女	saan1 dei6 daan1 ce1 neoi5
山地車女	saan1 dei6 ce1 neoi5
山地單車	saan1 dei6 daan1 ce1
山地車	saan1 dei6 ce1
山地單車男	saan1 dei6 daan1 ce1 naam4
山地車男	saan1 dei6 ce1 naam4
單車女	daan1 ce1 neoi5
單車	daan1 ce1
踩單車	caai2 daan1 ce1
踩單車	jaai2 daan1 ce1
騎行	kei4 hang4
單車男	daan1 ce1 naam4
獎杯	zoeng2 bui1
冠軍	gun3 gwan1
奪冠	dyut6 gun3
金牌	gam1 paai4
銀牌	ngan4 paai4
銅牌	tung4 paai4
獎牌	zoeng2 paai4
軍功勳章	gwan1 gung1 fan1 zoeng1
玫瑰花結	mui4 gwai3 faa1 git3
黃絲帶	wong4 si1 daai3
門票	mun4 piu3
票據	piu3 geoi3
入場券	jap6 coeng4 hyun3
馬戲團	maa5 hei3 tyun4
雜耍女	zaap6 saa2 neoi5
雜耍	zaap6 saa2
雜耍男	zaap6 saa2 naam4
表演藝術	biu2 jin2 ngai6 seot6
雙簧	soeng1 wong4
相聲	soeng3 sing1
芭蕾鞋	baa1 leoi4 haai4
芭蕾鞋	baa1 leoi5 haai4
芭蕾	baa1 leoi4
芭蕾	baa1 leoi5
調色板	tiu4 sik1 baan2
繪畫	kui2 waak6
繪畫	kui2 waa2
繪畫	kui2 waa6
場記板	coeng4 gei3 baan2
咪	mai1
話筒	waa6 tung2
耳機	ji5 gei1
樂譜	ngok6 pou2
音樂鍵盤	jam1 ngok6 gin6 pun4
鋼琴鍵	gong3 kam4 gin6
鋼琴	gong3 kam4
沙槌	saa1 ceoi4
砂槌	saa1 ceoi4
擊鼓	gik1 gu2
敲鼓	haau1 gu2
打鼓	daa2 gu2
長鼓	coeng4 gu2
薩克斯	saat3 hak1 si1
薩克斯風	saat3 hak1 si1 fung1
小號	siu2 hou6
手風琴	sau2 fung1 kam4
結他	git3 taa1
吉他	gat1 taa1
五弦琴	ng5 jin4 kam4
小提琴	siu2 tai4 kam4
長笛	coeng4 dik6
長笛	coeng4 dek2
長笛	coeng4 dek6
笛	dik6
笛	dek6
笛	dek2
骰	tau4
國際象棋	gwok3 zai3 zoeng6 kei2
標靶	biu1 baa2
保齡球	bou2 ling4 kau4
遊戲手柄	jau4 hei3 sau2 beng3
老虎機	lou5 fu2 gei1
拼圖	ping3 tou4
車	ce1
汽車	hei3 ce1
轎車	giu2 ce1
轎車	giu6 ce1
轎車	kiu2 ce1
小轎車	siu2 giu2 ce1
私家車	si1 gaa1 ce1
的士	dik1 si2
出租車	ceot1 zou1 ce1
計程車	gai3 cing4 ce1
越野車	jyut6 je5 ce1
休旅車	jau1 leoi5 ce1
休閒車	jau1 haan4 ce1
公交車	gung1 gaau1 ce1
巴士	baa1 si2
無軌電車	mou4 gwai2 din6 ce1
賽車	coi3 ce1
警車	ging2 ce1
救護車	gau3 wu6 ce1
醫療車	ji1 liu4 ce1
急救車	gap1 gau3 ce1
消防車	siu1 fong4 ce1
麪包車	min6 baau1 ce1
皮卡	pei4 kaat1
皮卡車	pei4 kaat1 ce1
貨車	fo3 ce1
鉸接式貨車	gaau3 zip3 sik1 fo3 ce1
拖拉機	to1 laai1 gei1
拐杖	gwaai2 zoeng2
滑板車	waat6 baan2 ce1
腳踏車	goek3 daap6 ce1
自行車	zi6 hang4 ce1
電動單車	din6 dung6 daan1 ce1
電動自行車	din6 dung6 zi6 hang4 ce1
摩托車	mo1 tok3 ce1
摩托	mo1 tok3
三輪車	saam1 leon4 ce1
輪胎	leon4 taai1
輪胎	leon4 toi1
車胎	ce1 taai1
車胎	ce1 toi1
備胎	bei6 toi1
警車燈	ging2 ce1 dang1
警燈	ging2 dang1
警示燈	ging2 si6 dang1
纜車	laam6 ce1
山頂纜車	saan1 deng2 laam6 ce1
高架鐵路	gou1 gaa3 tit3 lou6
觀光列車	gun1 gwong1 lit6 ce1
懸浮列車	jyun4 fau4 lit6 ce1
軌道車	gwai2 dou6 ce1
鐵道車	tit3 dou6 ce1
電車	din6 ce1
山區火車	saan1 keoi1 fo2 ce1
單軌鐵路	daan1 gwai2 tit3 lou6
磁懸浮列車	ci4 jyun4 fau4 lit6 ce1
子彈頭列車	zi2 daan2 tau4 lit6 ce1
高鐵	gou1 tit3
子彈列車	zi2 daan2 lit6 ce1
高速列車	gou1 cuk1 lit6 ce1
輕軌	hing1 gwai2
輕軌電車	hing1 gwai2 din6 ce1
蒸氣火車	zing1 hei3 fo2 ce1
火車	fo2 ce1
地鐵列車	dei6 tit3 lit6 ce1
有軌電車	jau5 gwai2 din6 ce1
車站	ce1 zaam6
火車站	fo2 ce1 zaam6
飛機	fei1 gei1
機場	gei1 coeng4
飛行	fei1 hang4
起飛	hei2 fei1
降落	gong3 lok6
小型飛機	siu2 jing4 fei1 gei1
座位	zo6 wai2
座位	zo6 wai6
人造衛星	jan4 zou6 wai6 sing1
衛星	wai6 sing1
火箭	fo2 zin3
飛碟	fei1 dip2
飛碟	fei1 dip6
不明飛行物	bat1 ming4 fei1 hang4 mat6
直昇機	zik6 sing1 gei1
獨木舟	duk6 muk6 zau1
遊艇	jau4 teng5
賽艇	coi3 teng5
摩托艇	mo1 tok3 teng5
客輪	haak3 leon4
輪渡	leon4 dou6
輪船	leon4 syun4
油輪	jau4 leon4
救生圈	gau3 sang1 hyun1
錨	maau4
鐵鈎	tit3 gau1
休息區	jau1 sik1 keoi1
拒馬	keoi5 maa5
交通標誌	gaau1 tung1 biu1 zi3
紅綠燈	hung4 luk6 dang1
信號燈	seon3 hou6 dang1
交通號標	gaau1 tung1 hou6 biu1
交通燈	gaau1 tung1 dang1
公交車站	gung1 gaau1 ce1 zaam6
地圖	dei6 tou4
復活節島	fuk6 wut6 zit3 dou2
自由女神像	zi6 jau4 neoi5 san4 zoeng6
自由女神	zi6 jau4 neoi5 san4
東京塔	dung1 ging1 taap3
歐洲城堡	au1 zau1 sing4 bou2
城堡	sing4 bou2
日本建築	jat6 bun2 gin3 zuk1
體育場	tai2 juk6 coeng4
摩天輪	mo1 tin1 leon4
遊樂場	jau4 lok6 coeng4
過山車	gwo3 saan1 ce1
雲霄飛車	wan4 siu1 fei1 ce1
旋轉木馬	syun4 zyun2 muk6 maa5
遊樂園	jau4 lok6 jyun4
噴泉	pan3 cyun4
噴水池	pan3 seoi2 ci4
沙灘遮	saa1 taan1 ze1
沙灘傘	saa1 taan1 saan3
海灘	hoi2 taan1
沙灘	saa1 taan1
荒島	fong1 dou2
海島	hoi2 dou2
沙漠	saa1 mok6
荒漠	fong1 mok6
火山	fo2 saan1
山	saan1
山峯	saan1 fung1
山嶺	saan1 leng5
山嶺	saan1 ling5
嶺	ling5
嶺	leng5
高山	gou1 saan1
雪山	syut3 saan1
富士山	fu3 si6 saan1
露營	lou6 jing4
野營	je5 jing4
帳篷	zoeng3 pung4
茅屋	maau4 uk1
茅棚	maau4 paang4
住宅	zyu6 zaak6
住宅	zyu6 zaak2
住宅樓	zyu6 zaak2 lau4
屋	uk1
別墅	bit6 seoi5
別墅	bit6 seoi6
住宅區	zyu6 zaak2 keoi1
住宅區	zyu6 zaak6 keoi1
廢棄房屋	fai3 hei3 fong4 uk1
建築施工	gin3 zuk1 si1 gung1
工廠	gung1 cong2
工業區	gung1 jip6 keoi1
辦公樓	baan6 gung1 lau4
辦公大樓	baan6 gung1 daai6 lau4
百貨	baak3 fo3
百貨公司	baak3 fo3 gung1 si1
百貨大樓	baak3 fo3 daai6 lau4
百貨商店	baak3 fo3 soeng1 dim3
日本郵局	jat6 bun2 jau4 guk6
郵局	jau4 guk6
郵局	jau4 guk2
